"","HL_HO2","LL_HO2","LL_LO2","HL_LO2","FC.HLHO.div.HL_LO2","FC.HLHO.div.LL_HO2","FC.HLHO.div.LL_LO2","FC.LLHO.div.HL_LO2","FC.LLHO.div.LL_LO2","FC.LLLO.div.HL_LO2","Locus.tag","Ortholog.group","Genome.count.calc","Reference..PMID.","Curated.Product.Descriptor","Gene","Gene.Aliases","Functional.role","regulon","cofactor","substrate","Regulator.family","Merops.family","CAZY","TC.family","E.C.","evolution","Genome.count.calc.1","Loc.Sys","Loc.Cleave","protein.localization","X7002","X6803"
"A0080",13.9962847360929,17.0373689605428,11.7954874199949,13.6843576056385,1.02279442992091,0.821505055651916,1.18657959927687,1.24502511930283,1.4443971964789,0.861968662316651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0081",55.9851389443716,123.047664715031,85.7853630545086,69.3340785352352,0.807469286779664,0.454987415437984,0.652618779602276,1.77470685865536,1.43436666039224,1.23727559184208,"7002_A0081","cyan0679",9,"15075318 11739376 19609573","copper-binding metallochaperone, Atx1","atx1","","Copper homeostasis","","Cu","","","","","","","core",2,"","","cyt","7002_A0081","ssr2857"
"A0082",95.8207185778667,148.603718155845,114.737923085405,147.791062140896,0.648352594465532,0.644807005955105,0.835126835148851,1.00549868174149,1.29515781844188,0.77635224636264,"7002_A0082","cyan7527",2,"","peptidoglycan binding protein; putative penicillin-resistant DD-carboxypeptidase","","","Proteolysis","","","","","","","","","",1,"Sec","LepB","peri","7002_A0082",""
"A0083",103.357179589609,109.79637774572,109.376337894498,122.246927943704,0.845478748040245,0.941353273319967,0.944968368654879,0.898152449248313,1.00384031737858,0.89471645410073,"7002_A0083","cyan1176",8,"","cytoplasmic processing peptidase Prp2","prp2","","Proteolysis","","","","","M16","","","","check",2,"","","cyt","7002_A0083","sll2009"
"A0084",12.9196474487011,11.3582459736952,10.7231703818136,10.9474860845108,1.18014741913951,1.13746853859496,1.20483467003497,1.03752093275236,1.05922461075119,0.979509843541648,"7002_A0084","cyan0262",8,"","bifunctional biotin operon repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA","birA","","Cofactor biotin synth - core","","","","","","","","6.3.4.15","core",2,"","","cyt","7002_A0084","sll1655"
"A0085",4.30654914956704,8.51868448027138,8.57853630545086,10.9474860845108,0.393382473046503,0.505541572708871,0.502014445847905,0.778140699564271,0.993023072579241,0.783607874833319,"7002_A0085","cyan10477",4,"","short-chain dehydrogenase/reductase","","","","","","","","","","","","",1,"","","cyt","7002_A0085",""
"A0086",20.4561084604435,16.0908484627348,20.3740237254458,18.2458101408514,1.12114004818253,1.27128836666496,1.00402889169581,0.881892792839507,0.789772736086414,1.11664122163748,"7002_A0086","cyan5458",5,"","putative sulfite oxidase subunit YedY","yedY","","","","Mo","","","","","","","",1,"","","cyt","7002_A0086",""
"A0087",24.7626576100105,19.8769304539665,26.8079259545339,26.4564247042345,0.935978987593403,1.245798875604,0.923706580360145,0.751308261648262,0.741457227525833,1.01328604504308,"7002_A0087","cyan1301",11,"","sugar transporter major facilitator superfamily","","","Transport:sugar","","","","","","","2.A.1","","core",2,"Sec","","IM 13 TM","7002_A0087","sll1154"
"A0088",17.2261965982682,17.0373689605428,10.7231703818136,11.8597765915534,1.45248913124863,1.01108314541774,1.6064462267133,1.43656744534942,1.58883691612679,0.904162932499983,"7002_A0088","cyan10478",1,"","hypothetical protein","","","","","","","","","","","","",1,"","","cyt","7002_A0088",""
"A0089",71.0580609678562,91.8124882873693,64.3390222908814,72.9832405634055,0.973621620790094,0.773947665435746,1.10443178086539,1.25799413096224,1.42701093392869,0.881558859187484,"7002_A0089","cyan4884",8,"","conserved hypothetical protein","","","","","","","","","","","","",1,"Sec","","IM 2 TM","7002_A0089",""
"A0090",107.663728739176,63.4168733531313,56.8328030236119,56.5620114366393,1.90346357925727,1.6977142367089,1.89439413527511,1.12119197571626,1.11584982579135,1.00478751692337,"7002_A0090","DUF820",1,"","putative endonuclease DUF820 family","","","Genome evolution?","","","","","","","","","",1,"","","cyt","7002_A0090",""
"A0091",46.2954033578457,71.9355578334027,52.5435348708865,77.5446930986183,0.597015753211751,0.643567725783991,0.881086578426935,0.927665775166817,1.36906582341991,0.677590338826458,"7002_A0091","cyan1153",14,"","homoserine kinase ThrB","thrB","","AA synth: Met & Thr","","","","","","","","2.7.1.39","core",2,"","","cyt","7002_A0091","sll1760"
"A0092",51.6785897948045,62.4703528553234,56.8328030236119,74.8078215774906,0.690818001447517,0.82724984625088,0.909309184932054,0.835077823922632,1.09919535077954,0.759717390844498,"7002_A0092","cyan6028",2,"","conserved hypothetical protein","","","","","","","","","","","","",1,"Sec","LepB","peri","7002_A0092",""
"A0093",137.809572786145,208.234509517745,185.510847605375,244.493855887408,0.563652498693496,0.661799877000704,0.742865307150657,0.851696288080297,1.12249236206773,0.758754639997187,"7002_A0093","cyan0222",13,"22711541","Mg protoporphyrin monomethylester oxidative cyclase auxiliary protein Ycf54","ycf54","","","","","","","","","","","core",2,"","","cyt","7002_A0093","slr1780"
"A0094",36.6056677713199,49.2190658860124,43.9649985654356,49.2636873802987,0.743055782421172,0.74372942908132,0.832609324820915,0.999094231539311,1.11950568615979,0.892442301893502,"7002_A0094","cyan0221",14,"","pyridoxine 5'-phosphate synthase PdxJ","pdxJ","","Cofactor pyridoxin (B6) synth","","","","","","","","2.6.99.2","core",2,"","","cyt","7002_A0094","slr1779"
"A0095",715.963796115521,649.31306149624,597.280590267016,570.181566901605,1.25567685396444,1.10264807312777,1.19870594789536,1.13878297578899,1.08711562384099,1.04752700707718,"7002_A0095","cyan3208a",14,"","glucose-1-phosphate adenylyltransferase GlgC","glgC","","Glycogen metabolism","","","","","","","","2.7.7.27","core",2,"","","cyt","7002_A0095","slr1176"
"A0096",16.1495593108764,17.9838894583507,16.0847555727204,22.8072626760642,0.708088451483705,0.898001477838126,1.00402889169581,0.788515908891795,1.11807042245959,0.705247087349987,"7002_A0096","cyan1252",11,"","ribosomal-protein-alanine acetyltransferase RimI","rimI","","Ribosome biogenesis","","","","","","","","2.3.1.-","core",2,"","","cyt","7002_A0096","slr0853"
"A0097",101.203905014826,155.229361640501,104.014752703592,115.860894394406,0.873494940150502,0.651963674560526,0.972976451746454,1.33979081079832,1.49237831755322,0.897755478647621,"7002_A0097","cyan2949",14,"","diaminopimelate decarboxylase LysA","lysA","","AA synth: Lys (DAP Pathway)","","","","","","","","4.1.1.20","core",2,"","","cyt","7002_A0097","sll0504"
"A0098",94.744081290475,94.652049780793,93.2915823217781,103.08882729581,0.91905285738298,1.00097231396356,1.01556945366932,0.918160117479966,1.01458296048965,0.904963076688036,"7002_A0098","cyan2948",14,"","protein with nucleotide-binding domain of DisA bacterial checkpoint controller","","","Transport?","","","","","","","","","core",2,"Sec","","IM 2 TM","7002_A0098","sll0505"
"A0099",38.7589423461034,44.4864633969727,49.3265837563424,70.2463690422778,0.551757234922368,0.871252497647203,0.785761741327155,0.633291997913779,0.901876027270035,0.702194069655831,"7002_A0099","cyan2947a",14,"","undecaprenyl pyrophosphate synthetase UppS","uppS","","Isoprenoid biosynthesis","","","","","","","","2.5.1.31","core",2,"","","cyt","7002_A0099","sll0506"
"A0100",68757.2870847,112587.666693756,101832.587530893,83163.4903314935,0.826772503301993,0.610699991427334,0.675199253518343,1.35381122467294,1.10561529883153,1.22448669632531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0101",119.506738900485,109.79637774572,83.6407289781458,105.825698816938,1.12927899590074,1.08843972227621,1.42881034587481,1.03752093275236,1.31271426118737,0.790363115133606,"7002_A0101","cyan2041",11,"20334693","cbMCalpha family metacaspase","","","Proteolysis:programmed cell death","","","","","C14B","","","3.4.22.-","core",2,"Sec Bam","LepB","OM","7002_A0101","sll0148"
"A0102",62.4449626687221,53.0051478772441,114.737923085405,74.8078215774906,0.83473841841575,1.17809241497335,0.544239959984644,0.708550880904052,0.46196711995379,1.53376907208229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0103",169.032054120506,138.191992679958,232.692797285354,252.704470450791,0.668892219512285,1.22316822300965,0.726417216572544,0.546852188382111,0.593881694199976,0.920809975661535,"7002_A0103","cyan0515",14,"","DNA-binding protein YbaB/EbfC family","","","","","","","","","","","","core",2,"","","cyt","7002_A0103","slr1847"
"A0104",92.5908067156914,100.331172767641,112.593289009042,117.685475408491,0.786764946093006,0.922851833199685,0.822347473198472,0.852536580401165,0.891093720155763,0.956730544854633,"7002_A0104","cyan3015",14,"","UDP-N-acetylenolpyruvoylglucosamine reductase MurB","murB","","Peptidoglycan Biosynthesis","","NAD","","","","","","1.1.1.158","core",2,"","","cyt","7002_A0104","slr1424"
"A0105",81.8244338417738,93.7055292829851,106.159386779954,116.773184901449,0.700712530114083,0.873208171042596,0.770769654231127,0.802457596425655,0.882687175625992,0.909107573537092,"7002_A0105","cyan3014",14,"","UDP-N-acetylmuramate-L-alanine ligase MurC","murC","","Peptidoglycan Biosynthesis","","","","","","","","6.3.2.8","core",2,"Sec","","IM 1 TM","7002_A0105","slr1423"
"A0106",642.752460572881,742.072070281417,1188.12727830494,930.53631718342,0.690733342378712,0.866159078496417,0.540979466012995,0.797467069880246,0.624572875172182,1.27681989016958,"7002_A0106","cyan3013",13,"","NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase Gap2","gap2","","Glycolysis and Gluconeogenesis | Calvin-Benson cycle","Crp","","","","","","","1.2.1.13 1.2.1.12","",2,"","","cyt","7002_A0106","sll1342"
"A0107",123.813288050052,64.3633938509393,64.3390222908814,64.7726260000224,1.91150638311329,1.92366002850618,1.92438870908363,0.993682020100853,1.00037879904279,0.993305756830967,"7002_A0107","cyan0508",7,"","conserved hypothetical protein","","","Heat shock","HrcA","","","","","","","","",2,"","","cyt","7002_A0107","slr1770"
"A0108",29.0692067595775,30.2886559298538,25.7356089163526,25.5441341971919,1.13799929702738,0.959739079439498,1.12953250315779,1.18573820885984,1.17691623416799,1.00749583907141,"7002_A0108","cyan2059",12,"","5'-methylthioadenosine phosphorylase MtaP","mtaP","","Methionine metabolism: salvage","","","","","","","","2.4.2.28","",2,"","","cyt","7002_A0108","sll0135"
"A0109",73.2113355426397,43.5399428991648,61.1220711763373,41.9653633239582,1.74456575003232,1.68147523096646,1.19778885325114,1.03752093275236,0.712344036470098,1.45648854996193,"7002_A0109","cyan0155",14,"19820102","thioredoxin-dependent peroxiredoxin Q PrxQ-B2","prxQ-B2","","Oxidative stress","","","","","","","","1.11.1.15","core",2,"Sec","LepB","peri","7002_A0109","sll0221"
"A0110",195.9479863053,208.234509517745,274.513161774427,179.721229887386,1.09028847859589,0.940996700110376,0.71380179018999,1.15865281830213,0.758559291553586,1.52743870018271,"7002_A0110","cyan2104",14,"","pyruvate dehydrogenase dihydrolipoamide acetyltransferase E2 component PdhC","pdhC","","Pyruvate metabolism II","","CoA","","","","","","2.3.1.12","core",2,"","","cyt","7002_A0110","sll1841"
"A0111",11.8430101613094,7.57216398246344,11.7954874199949,16.4212291267662,0.721201200585255,1.56401924056807,1.00402889169581,0.461120414556605,0.641954309546176,0.718307218597209,"7002_A0111","cyan10480",1,"","hypothetical protein","","","junk?","","","","","","","","","",1,"","","cyt","7002_A0111",""
"A0112",2092.98288668958,2383.33861348037,2285.10760836447,2495.11453676142,0.838832388594956,0.878172692227403,0.915923118468631,0.955202087265245,1.04298747453132,0.91583275023938,"7002_A0112","cyan1998",11,"","photosystem II cytochrome c550 PsbV","psbV","","Photosystem II","","heme c","","","","","","1.10.3.9","core",2,"Sec","LepB","TL","7002_A0112","sll0258"
"A0113",6.45982372435056,5.67912298684758,5.36158519090678,11.8597765915534,0.544683424218235,1.13746853859496,1.20483467003497,0.478855815116475,1.05922461075119,0.452081466249992,"7002_A0113","cyan2000",11,"","sirohydrochlorin cobaltochelatase CbiK2","cbiK2","","Cofactor B12 synth: lower pathway?","","","","","","","","4.99.1.3","core",2,"","","cyt","7002_A0113","slr0292"
"A0114",37.6823050587116,49.2190658860124,45.037315603617,71.1586595493203,0.529553329101061,0.7656038240543,0.836690743079841,0.691680621834908,1.09285078887028,0.632914052749988,"7002_A0114","cyan10481",1,"","conserved hypothetical protein","","","","","","","","","","","","",1,"","","cyt","7002_A0114",""
"A0115",171.18532869529,143.871115666805,98.6531675126848,120.422346929619,1.42154120941804,1.18985195813552,1.7352238454308,1.19472107407848,1.45835272494729,0.81922641459847,"7002_A0115","cyan2141",11,"","glycoside hydrolase family 57","","","Sugar utilization","","","","","","GH57","","","core",2,"","","cyt","7002_A0115","slr0337"
"A0116",8.61309829913409,7.57216398246344,10.7231703818136,7.29832405634055,1.18014741913951,1.13746853859496,0.803223113356648,1.03752093275236,0.706149740500793,1.46926476531247,"7002_A0116","cyan1071",13,"","oxidoreductase aldo/keto reductase family","","","","","","","","","","","","",2,"","","cyt","7002_A0116","sll0867"
"A0117",285.308881158817,259.346616399373,551.170957625217,336.635197098708,0.847531344368482,1.10010643331264,0.517641354668073,0.770408497490913,0.470537521637202,1.63729450270051,"7002_A0117","cyan1346b",6,"","glutathione peroxidase, Gpo","gpo","","","","","","","","","","","",2,"","","cyt","7002_A0117","slr1171"
"A0118",62.4449626687221,29.3421354320458,61.1220711763373,54.7374304225541,1.14080917183486,2.12816694317767,1.02164343365539,0.536052481922053,0.480057937621153,1.11664122163748,"7002_A0118","cyan3166",9,"","glutathione S-transferase, Gst","gst","","Glutathione: Non-redox reactions","","","","","","","","2.5.1.18","",2,"","","cyt","7002_A0118","sll1545"
"A0119",131.349749061795,143.871115666805,127.605727543581,169.686034309918,0.774075188897957,0.912968169135429,1.02934054442764,0.847866568700855,1.12746597222816,0.752010783106169,"7002_A0119","cyan2967",14,"","single-stranded DNA-binding protein Ssb","ssb","","DNA Repair","LexA","","","","","","","","core",2,"","","cyt","7002_A0119","slr0925"
"A0120",66.7515118182892,50.1655863838203,56.8328030236119,51.0882683943838,1.30659178547588,1.33062357345071,1.17452436387057,0.981939454212056,0.882687175625992,1.11244332230802,"7002_A0120","cyan0686",11,"16109926","ABC-type glutathione uptake system ATPase component GsiA","gsiA","yliA","Transport|uptake:glutathione?","","ATP","","","","","3.A.1.5","3.6.3.-","core",2,"","","cyt-IM assoc","7002_A0120","sll1927"
"A0121",59.2150508065468,53.951668375052,57.9051200617933,50.1759778873413,1.18014741913951,1.09755736180215,1.02262201931981,1.07524896667063,0.931725352049658,1.15404068839089,"7002_A0121","cyan2932",14,"","UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase MurE","murE","","Peptidoglycan Biosynthesis","","","","","","","","6.3.2.13","core",2,"","","cyt","7002_A0121","slr0528"
"A0122",39.8355796334952,38.8073404101251,40.7480474508916,51.0882683943838,0.779740259074318,1.02649599824423,0.977607078756446,0.759613540050836,0.952373005280675,0.797600872598199,"7002_A0122","cyan0073",14,"","ADP-ribose pyrophosphatase NudF","nudF","","Cofactor NAD synth","","","","","","","","3.6.1.13","core",2,"","","cyt","7002_A0122","sll1054"
"A0123",65.6748745308974,85.1868448027137,42.8926815272543,73.8955310704481,0.888752994660617,0.770950898381029,1.53114405983611,1.15280103639151,1.98604614515848,0.58045027765431,"7002_A0123","cyan1681",14,"","GTP-binding protein EngA","engA","der yphC yfgK","Universal GTPases","","","","","","","","","core",2,"","","cyt","7002_A0123","slr1974"
"A0124",17.2261965982682,21.7699714495824,21.4463407636271,22.8072626760642,0.755294348249285,0.791282461631277,0.803223113356648,0.954519258132172,1.01509025196989,0.940329449799982,"7002_A0124","cyan1380",3,"","conserved hypothetical protein with saccharopine dehydrogenase/reductase domain","","","","","","","","","","","","",2,"","","cyt","7002_A0124","sll1601"
"A0125",35.5290304839281,17.9838894583507,25.7356089163526,17.3335196338088,2.04972972797915,1.97560325124388,1.38053972608174,1.03752093275236,0.698794014037243,1.4847307102105,"7002_A0125","cyan10482",1,"","inner membrane formate porin, FocA","focA","","Transport FNT:formate/nitrite","","","","","","","2.A.44","","",1,"Sec","","IM 6 TM","7002_A0125",""
"A0126",16.1495593108764,27.44909443643,26.8079259545339,36.4916202817027,0.442555282177316,0.588345795824979,0.602417335017486,0.752202676245462,1.02391712372615,0.734632382656236,"7002_A0126","cyan10483",5,"","tRNA (guanosine-2'-O-)-methyltransferase TrmH","trmH","","tRNA modification","","","","","","","","2.1.1.34","",1,"","","cyt","7002_A0126",""
"A0127",6.45982372435056,13.251286969311,11.7954874199949,13.6843576056385,0.472058967655803,0.487486516540697,0.547652122743169,0.968352870568871,1.12342004170581,0.861968662316651,"7002_A0127","cyan5518",5,"","glutathione-dependent formaldehyde-activating protein","","","","","","","","","","","","",1,"","","cyt","7002_A0127",""
"A0128",8.61309829913409,9.4652049780793,12.8678044581763,13.6843576056385,0.629411956874404,0.909974830875968,0.669352594463873,0.691680621834908,0.735572646354993,0.940329449799982,"7002_A0128","cyan2651",11,"16621810 19692537","transcriptional repressor of Fe-S cluster biogenesis system IscR","iscR","","Prosthetic group synth - FeS","","","","Rrf2","","","","","core",2,"","","cyt","7002_A0128","slr0846"
