Locus tag,Ortholog group,Genome count calc,Reference (PMID),Curated Product Descriptor,Gene,Gene Aliases,Functional role,regulon,cofactor,substrate,Regulator family,Merops family,CAZY,TC family,E.C.,evolution,Genome count calc,Loc Sys,Loc Cleave,protein localization,7002,6803
7002_A0171,cyan1391,11,17307862 22221957,transcriptional regulator of carbon dixoide fixation CcmR,ccmR,rbcR ndhR cmpR,CO2 fixation,CcmR,,,LysR,,,,,core,2,,,cyt,7002_A0171,sll1594
7002_A0172,cyan0879,11,,proton-translocating NADH-quinone dehydrogenase subunit 5 NdhF,ndhF3,,CO2 fixation: Respiratory Complex I,CcmR,,,,,,3.D.1.8,1.6.5.3,core,2,Sec,,TM 16 TM,7002_A0172,sll1732
7002_A0173,cyan0878a,11,,proton-translocating NADH-quinone dehydrogenase subunit D3 NdhD3,ndhD3,,CO2 fixation: Respiratory Complex I,CcmR,,,,,,3.D.1.8,1.6.5.3,core,2,Sec,,TM 14 TM,7002_A0173,sll1733
7002_A0174,cyan0877,11,,high-affinity CO2 hydration protein CupA,cupA,cphX,CO2 fixation,Crp CcmR,,,,,,,,core,2,,,CS,7002_A0174,sll1734
7002_A0175,cyan0876,11,,NDH-1 complex sensory subunit CupS,cupS,,CO2 fixation: Respiratory Complex I,Crp CcmR,,,,,,,,core,2,,,CS,7002_A0175,sll1735
7002_A0176,cyan6426,6,,"protein disulfide oxidoreductase, DsbA family",,,,,,,,,,,,,1,Sec,LspA,LP IM,7002_A0176,
7002_A0177,cyan10491,7,,bifunctional serine:pyruvate aminotransferase / alanine:glyoxylate aminotransferase,,,Photorespiration (oxidative C2 cycle),,,,,,,,2.6.1.44 2.6.1.51,,1,,,cyt,7002_A0177,
7002_A0178,cyan1286,14,,DNA mismatch repair protein MutS,mutS,,DNA Repair,,,,,,,,,core,2,,,cyt,7002_A0178,sll1165
7002_A0179,cyan1605,12,,glutaredoxin 2,,,,,,,,,,,,core,2,,,cyt,7002_A0179,ssr1391
7002_A0180,cyan1805,13,,periplasmic protein of unknown function,,,,,,,,,,,,core,2,Sec,LepB,peri,7002_A0180,slr1160
7002_A0181,cyan8589,2,,subtilase family peptidase,,,Proteolysis,,,,,S08,,,,,1,,,cyt,7002_A0181,
7002_A0183,cyan2746,9,,TPR repeat-containing glycosyltransferase family 2,,,,,,,,,GT2,,,,2,,,cyt,7002_A0183,slr0626
7002_A0184,cyan2077,4,,hypothetical protein,,,,,,,,,,,,,2,Sec,,IM 1 TM,7002_A0184,sll1862
7002_A0185,cyan4916,3,,conserved hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0185,
7002_A0186,cyan10492,7,,high light inducible protein,,,,,,,,,,,,,2,Sec,,IM 1 TM,7002_A0186,ssl1633
7002_A0187,cyan0958,14,,putative photosynthetic reaction center subunit with PRC barrel,,,Photosystem,,,,,,,,,core,2,,,cyt,7002_A0187,slr1220
7002_A0188,cyan2067,14,,peptide chain release factor 2 PrfB,pfrB,,Translation termination factors,,,,,,,,,core,2,,,cyt,7002_A0188,sll1865
7002_A0189,cyan1377,5,,hypothetical protein,,,,,,,,,,,,,2,Sec,,IM 1 TM,7002_A0189,slr1721
7002_A0190,cyan2248,11,,hypothetical protein,,,,,,,,,,,,core,2,Sec,,IM 1 TM,7002_A0190,sll0325
7002_A0191,cyan10493,3,,PhoH-like protein,,,,,,,,,,,,,1,,,cyt,7002_A0191,
7002_A0192,DUF820,1,,putative endonuclease DUF820 family,,,Genome evolution?,,,,,,,,,,1,,,cyt,7002_A0192,
7002_A0193,cyan0519,11,,urease alpha subunit UreC,ureC,,Nitrogen assimilation from urea,,,,,M38,,,3.5.1.5,,2,,,cyt,7002_A0193,sll1750
7002_A0194,cyan0930,7,,[NiFe] hydrogenase expression/formation protein HypE,hypE,,Hydrogenase: maturation,,,,,,,,,,2,,,cyt,7002_A0194,sll1462
7002_A0195,cyan1571,7,,NAD-reducing hydrogenase subunit HoxE,hoxE,,Hydrogenase,,,,,,,,1.12.1.2,,2,,,cyt,7002_A0195,sll1220
7002_A0196,cyan1570,7,,NAD-reducing hydrogenase subunit HoxF,hoxF,,Hydrogenase,,,,,,,,1.12.1.2,,2,,,cyt,7002_A0196,sll1221
7002_A0197,cyan1568,7,,NAD-reducing hydrogenase subunitHoxU,hoxU,,Hydrogenase,,4Fe-4S 2Fe-2S,,,,,,1.12.1.2,,2,,,cyt,7002_A0197,sll1223
7002_A0198,cyan1567,7,,NAD-reducing hydrogenase subunit HoxY,hoxY,,Hydrogenase,,,,,,,,1.12.1.2,,2,,,cyt,7002_A0198,sll1224
7002_A0199,cyan5436,6,,"NAD-reducing hydrogenase associated CBS domain-containing protein, Hyp3",hyp3,,Hydrogenase,,,,,,,,,plasmid A,1,,,cyt,7002_A0199,
7002_A0200,cyan1564,7,,NAD-reducing hydrogenase subunit HoxH,hoxH,,Hydrogenase,,,,,,,,1.12.1.2,,2,,,cyt,7002_A0200,sll1226
7002_A0201,cyan1142,7,,NAD-reducing hydrogenase maturation factor HoxW,hoxW,,Hydrogenase maturation,,,,,A31,,,,,2,,,cyt,7002_A0201,slr1876
7002_A0202,cyan1837,7,,[NiFe] hydrogenase nickel incorporation protein HypA,hypA,,Hydrogenase: maturation,,,,,,,,,,2,,,cyt,7002_A0202,slr1675
7002_A0203,cyan1790,7,,[NiFe] hydrogenase nickel incorporation-associated protein HypB,hypB,,Hydrogenase: maturation,,,,,,,,,,2,,,cyt,7002_A0203,sll1432
7002_A0204,cyan2255,7,,"[NiFe] hydrogenase metallocenter assembly carbamoyltransferase, HypF",hypF,,maturatation:hydrogenase,,,,,M22,,,2.1.3.-,,2,,,cyt,7002_A0204,sll0322
7002_A0205,cyan1654,6,,"[NiFe] hydrogenase metallocenter assembly protein, HypC",hypC,,maturatation:hydrogenase,,,,,,,,,,2,,,cyt,7002_A0205,ssl3580
7002_A0206,cyan0045,7,,[NiFe] hydrogenase metallocenter assembly protein HypD,hypD,,Hydrogenase: maturation,,,,,,,,,,2,,,cyt,7002_A0206,slr1498
7002_A0207,cyan1981,11,,conserved hypothetical protein,,,,,,,,,,,,core,2,Sec,LepB,peri,7002_A0207,sll0269
7002_A0208,cyan1982,11,,YtxH-like protein,,,Gas vesicles?,,,,,,,,,core,2,Sec,,IM 1 TM,7002_A0208,sll0268
7002_A0209,cyan4236,4,,D-tyrosyl-tRNA(Tyr) deacylase Dld,dld,,,,,,,,,,,,1,,,cyt,7002_A0209,
7002_A0210,cyan2697,14,,light-dependent protochlorophyllide oxidoreductase Por,por,,Chlorophyll Biosynthesis,,,,,,,,1.3.1.33,core,2,,,cyt,7002_A0210,slr0506
7002_A0211,cyan10495,1,,protein with nuclease-related domain (NERD),,,,,,,,,,,,,1,,,cyt,7002_A0211,
7002_A0212,cyan1621,11,,calcium:proton antiporter ChaA,chaA,,Transport,,,,,,,2.A.19.2,,core,2,Sec,,IM 10 TM,7002_A0212,slr1336
7002_A0213,cyan0953,14,,periplasmic carboxyl-terminal protease CtpC,ctpC,prc,Proteolysis,,,,,S41,,,3.4.21.102,core,2,Sec,LepB,peri,7002_A0213,slr1751
7002_A0214,cyan2994a,6,,conserved hypothetical protein,,,,,,,,,,,,,2,,,cyt,7002_A0214,slr0554
7002_A0215,cyan0047,13,,methionine sulfoxide reductase A MsrA,msrA,,Oxidative stress,,,,,,,,1.8.4.11,check,2,,,cyt,7002_A0215,sll1394
7002_A0216,cyan2015,14,10521436,chaperone-like protein for quinone binding in Photosystem II Ycf39,ycf39,,Photosystem II assembly,,,,,,,,,core,2,,,cyt-TM assoc,7002_A0216,slr0399
7002_A0217,cyan2016,14,16585762 22056937,NAD kinase (phosphorylating) PpnK,ppnK,nadF,Cofactor NAD synth,,ATP,,,,,,2.7.1.23,core,2,,,cyt,7002_A0217,slr0400
7002_A0218,cyan2484,11,,two component signal transduction system response regulator OmpR family,,,Sensory transduction,,,,,,,,,core,2,,,cyt-IM assoc,7002_A0218,sll0396
7002_A0219,cyan0978,11,,lipoprotein of unknown function DUF192,,,,,,,,,,,,core,2,Sec,LspA,LP -IM,7002_A0219,slr1236
7002_A0220,cyan2223,11,,DNA repair protein RadC,radC,,DNA repair,,,,,,,,,core,2,,,cyt,7002_A0220,sll0766
7002_A0221,cyan2205,14,,6-phosphogluconate dehydrogenase Gnd,gnd,,Pentose phosphate pathway,,,,,,,,1.1.1.44,core,2,,,cyt,7002_A0221,sll0329
7002_A0222,cyan10496,1,,"peptidase U62 modulator of DNA gyrase, TldD/PmbA family",,,Proteolysis,,Zn,,,U62,,,,,1,,,cyt,7002_A0222,
7002_A0224,cyan1026,11,,Zn-dependent protease with chaperone function,,,Proteolysis,,,,,M48,,,,core,2,,,cyt,7002_A0224,sll1280
7002_A0225,cyan1455,14,,TPR repeat-containing protein,,,,,,,,,,,,core,2,,,cyt,7002_A0225,sll1979
7002_A0226,cyan0175a,14,12694179 16621810 ,putative redox sensory protein SufA,sufA,"iscA, iscA1, sufA, ycf57",Sensory transduction,,,,,,,,,core,2,,,cyt,7002_A0226,slr1417
7002_A0227,cyan2592,11,,monovalent cation:proton antiporter-1 (CPA1) family,,,Transport|antiport:Na:H,,,,,,,2.A.36,,core,2,Sec,,IM 13 TM,7002_A0227,sll0556
7002_A0228,cyan0527,14,11914373,photosystem I assembly protein membrane-associated rubredoxin RubA,rubA,,Photosystem I assembly,,,,,,,,,core,2,Sec,,TM 1 TM,7002_A0228,slr2033
7002_A0229,cyan0528,14,,photosystem II stability/assembly factor Ycf48,ycf48,,Photosystem II: assembly,,,,,,,,,core,2,Sec,LepB,TL,7002_A0229,slr2034
7002_A0230,cyan0529,14,,cytochrome b559 alpha subunit PsbE,psbE,,Photosystem II,,,,,,,,1.10.3.9,core,2,Sec,,TM 1 TM,7002_A0230,ssr3451
7002_A0231,cyan0530,14,,cytochrome b559 beta subunit PsbF,psbF,,Photosystem II,,,,,,,,1.10.3.9,core,2,Sec,,TM 1 TM,7002_A0231,smr0006
7002_A0232,cyan0531,14,,photosystem II reaction center protein PsbL,psbL,,Photosystem II,NtcB,,,,,,,1.10.3.9,core,2,Sec,,TM 1 TM,7002_A0232,smr0007
7002_A0233,cyan0532,14,,photosystem II reaction center protein PsbJ,psbJ,,Photosystem II,NtcB,,,,,,,1.10.3.9,core,2,Sec,,TM 1 TM,7002_A0233,smr0008
7002_A0234,cyan4195,5,,protein of unknown function DUF1400,,,,,,,,S09,,,,,1,Sec,LepB,peri,7002_A0234,
7002_A0235,cyan7565,5,,valine--pyruvate transaminase AvtA,avtA,,AA synth: ILV,,,,,,,,2.6.1.66,,1,,,cyt,7002_A0235,
7002_A0236,cyan10497,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0236,
7002_A0237,cyan1078,14,,excinuclease ABC subunit C UvrC,uvrC,,DNA Repair,,,,,,,,,core,2,,,cyt,7002_A0237,sll0865
7002_A0238,cyan10498,2,,conserved hypothetical protein,,,,,,,,,,,,,1,Sec Bam,LepB,OM,7002_A0238,
7002_A0239,cyan5701,8,,FMN-dependent non-ribosomal peptide synthetase,,,,,FMN,,,,,,,,1,,,cyt,7002_A0239,
7002_A0240,cyan5967,3,,"ABC transport system, ATPase component",,,Transport:partner A2242,,ATP,,,,,3.A.1,3.6.3.-,,1,,,cyt-IM assoc,7002_A0240,
7002_A0242,cyan1495,11,,Mn-superoxide dismutase SodB,sodB,,Oxidative stress,,Mn,,,,,,1.15.1.1,core,2,,,cyt,7002_A0242,slr1516
7002_A0243,cyan10499,1,,conserved membrane protein,,,,,,,,,,,,,1,Sec,,IM 12 TM,7002_A0243,
7002_A0244,cyan10500,1,,pentapeptide repeat-containing protein,,,rfr,,,,,,,,,,1,,,extra,7002_A0244,
7002_A0245,cyan1611a,7,,calcium uptake P-type ATPase PacL,pacL,,Transport,,ATP,,,,,3.A.3.2,3.6.3.8,,2,Sec,,IM 9 TM,7002_A0245,slr0822
7002_A0246,cyan1996,4,,glutamine synthetase type III GlnN,glnN,,Ammonia assimilation,,,,,,,,6.3.1.2,,2,,,cyt,7002_A0246,slr0288
7002_A0247,cyan0901a,14,,cysteine synthase CysK,cysK,,AA synth: Met & Cys,,,,,,,,2.5.1.47,core,2,,,cyt,7002_A0247,slr1842
7002_A0248,cyan1920,10,,protein of unknown function DUF2237,,,,,,,,,,,,,2,,,cyt,7002_A0248,slr1628
7002_A0249,cyan10501,1,,exinuclease activity,,,,,,,,,,,,,1,,,cyt,7002_A0249,
7002_A0250,cyan2784,11,,phosphoenolpyruvate synthase PpsA,ppsA,,"Pyruvate metabolism I: anaplerotic reactions, PEP",,,,,,,,2.7.9.2,core,2,,,cyt,7002_A0250,slr0301
7002_A0251,cyan3882,5,,ferredoxin-like protein,,,,,2Fe-2S,,,,,,,,1,,,cyt,7002_A0251,
7002_A0252,DUF820,1,,putative endonuclease DUF820 family,,,Genome evolution?,,,,,,,,,,1,,,cyt,7002_A0252,
7002_A0254,cyan0965,11,,beta-phosphoglucomutase PgmB,pgmB,,Glycogen metabolism,,,,,,,,5.4.2.6,core,2,,,cyt,7002_A0254,sll1138
7002_A0255,cyan0057,6,,UDP-N-acetyl-D-mannosaminuronic acid transferase RffM,rffM,,Polysaccharide biosynthesis,,,,,,,,2.4.1.-,,2,Sec,,IM 1 TM,7002_A0255,slr1118
7002_A0256,cyan1606,7,,exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase,,,Polysaccharide biosynthesis,,,,,,,,,,2,Sec,,IM 7 TM,7002_A0256,slr0820
7002_A0257^,cyan4408,3,,"2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase, MtnX",mtnX,,methionine salvage,,,,,,,,3.1.3.-,,1,,,cyt,7002_A0257^,
7002_A0258,cyan10502,1,,pentapeptide repeat-containing protein,,,rfr,,,,,,,,,,1,,,extra,7002_A0258,
7002_A0259,cyan0721,14,,putative FeS-containing Cyanobacterial-specific oxidoreductase,,,,,FeS,,,,,,,core,2,,,cyt,7002_A0259,slr2030
7002_A0260,cyan2314,14,,undecaprenyl pyrophosphate phosphatase,,,,,,,,,,,3.6.1.27,core,2,Sec,,IM 8 TM,7002_A0260,sll0210
7002_A0261,cyan1344,14,,membrane protein of unknown function DUF3120,,,,,,,,,,,,core,2,Sec,,IM 7 TM,7002_A0261,slr1990
7002_A0262,cyan2113,14,,lipoate-protein ligase B (lipoyl-[acyl-carrier protein]-protein-N-lipoyltransferase) LipB,lipB,,Lipoic acid metabolism,,,,,,,,2.3.1.181,core,2,,,cyt,7002_A0262,slr0994
7002_A0263,cyan2112,14,,light-repressed ribosomal subunit interface protein LrtA,lrtA,,,,,,,,,,,core,2,,,cyt,7002_A0263,sll0947
7002_A0264,cyan4274,10,,S-adenosyl-l-methionine hydroxide adenosyltransferase,,,,NtcA,2Fe-2S,,,,,,,,1,,,cyt,7002_A0264,
7002_A0265,cyan2497,6,,hypothetical protein,,,,,,,,,,,,,2,,,cyt,7002_A0265,ssr0692
7002_A0266,cyan1378,14,,inosine-5'-monophosphate dehydrogenase catalytic subunit GuaB,guaB,,Purine conversions,,,,,,,,1.1.1.205,core,2,,,cyt,7002_A0266,slr1722
7002_A0267,cyan10503,3,,conserved hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0267,
7002_A0268,cyan0990,14,,"1,4-dihydroxy-2-naphthoate synthase MenB",menB,,Cofactor vitamin K synth,,,,,,,,4.1.3.36,core,2,Sec,,IM 1 TM,7002_A0268,sll1127
7002_A0269,cyan1960,14,,photosystem II manganese-stabilizing protein PsbO,psbO,,Photosystem II: assembly,,,,,,,,,core,2,Sec,LepB,TL,7002_A0269,sll0427
7002_A0270,cyan2532,11,,group 2 RNA polymerase sigma-70 subunit SigE,sigE,sigC,RNA polymerase,,,,,,,,,core,2,,,cyt,7002_A0270,sll0184
7002_A0271,cyan3021,10,,L-arginine deiminase ArcA,arcA,,L-arginine deiminase pathway,,,,,,,,3.5.3.6,,2,,,cyt,7002_A0271,sll1336
7002_A0272,cyan4385c,1,,RNA-binding protein RbpA,rbpA,,,,,,,,,,,,1,,,cyt,7002_A0272,
7002_A0273,cyan0842a,10,,magnesium transporter MgtE,mgtE,,Transport,,,,,,,9.A.19,,,2,Sec,,IM 4 TM,7002_A0273,slr1216
7002_A0274,cyan10504,1,,WD repeat-containing protein,,,,,,,,,,,,,1,Sec,,IM 2 TM,7002_A0274,
7002_A0275,cyan1907,11,,intramembrane C-terminal tripeptide endopeptidase M79 family,,,Proteolysis - membrane,,,,,M79,,,,core,2,Sec,,IM 8 TM,7002_A0275,slr0959
7002_A0276,cyan4221,3,,conserved hypothetical protein (putative transposase or invertase),,,,,,,,,,,,,1,,,cyt,7002_A0276,
7002_A0277,cyan8499,8,,conserved hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0277,
7002_A0278,cyan2369,14,,sulfur carrier protein ThiS,thiS,ycf40,Cofactor thiamin (B1) synth: thiazole precursor,,,,,,,,,core,2,,,cyt,7002_A0278,ssr0102
7002_A0279,cyan0416,14,,thiamin-phosphate pyrophosphorylase ThiE,thiE,,Cofactor thiamin (B1) synth,,,,,,,,2.5.1.3,core,2,,,cyt,7002_A0279,sll0635
7002_A0280,cyan1174,9,,queuosine biosynthesis protein QueE,queE,,Queuosine-Archaeosine Biosynthesis,,,,,,,,,,2,,,cyt,7002_A0280,sll2011
7002_A0281,cyan2931,12,,queuosine biosynthesis ATPase QueC,queC,,tRNA modification: queuosine synth,,,,,,,,,,2,,,cyt,7002_A0281,slr0527
7002_A0282,cyan0987a,14,,glutaredoxin 3 GrxA,grxA,,Glutathione:Redox cycle,,,,,,,,,core,2,,,cyt,7002_A0282,ssr2061
7002_A0283,cyan2488,10,,Na+/H+ antiporter NhaS5,nhaS5,,Transport antiport:Na:H,,,,,,,2.A.37,,paralogs,2,Sec,,IM 12 TM,7002_A0283,slr0415
7002_A0284,cyan2814,3,,HPP family protein,,,,,,,,,,,,,2,Sec,,IM 4 TM,7002_A0284,slr0789
7002_A0285,cyan1609,11,,ThiS domain-containing protein,,,,,,,,,,,,core,2,,,cyt,7002_A0285,slr0821
7002_A0286,cyan1221,11,,threonine synthase ThrCII,thrCII,,AA synth: Thr,,,,,,,,4.2.3.1,core,2,,,cyt,7002_A0286,sll1688
7002_A0287,cyan3145,14,,circadian clock oscillator protein KaiC,kaiC,,Sensory transduction: Circadian Clock,,,,,,,,,core,2,,,cyt,7002_A0287,slr0758
7002_A0288,cyan3144,14,,circadian clock oscillator protein KaiB,kaiB,,Sensory transduction: Circadian Clock,,,,,,,,,core,2,,,cyt,7002_A0288,slr0757
7002_A0289,cyan3143,11,,circadian clock protein KaiA,kaiA,,Sensory transduction: Circadian Clock,,,,,,,,,core,2,,,cyt,7002_A0289,slr0756
7002_A0290,cyan4332,6,,dolichyl-phosphate-mannose-protein mannosyltransferase family protein,,,Polysaccharide synth,,,,,,,,,,1,Sec,,IM 13 TM,7002_A0290,
7002_A0291,cyan3938,6,,PEP-utilizing protein,,,,,,,,,,,,,1,Sec,,IM 4 TM,7002_A0291,
7002_A0292,cyan0307,11,,pyridoxal phosphate-dependent transferase,,,AA synth,,,,,,,,2.6.1.-,core,2,,,cyt,7002_A0292,sll0938
7002_A0293,cyan0731,7,19820102,"x-type thioredoxin, TrxB",trxB,,,,,,,,,,,,2,,,cyt,7002_A0293,slr1139
7002_A0294,cyan2452a,11,19776353,ring forming protein essential for thylakoid formation Vipp1,vipp1,,Thylakoid biogenesis,,,,,,,,,core,2,,,cyt,7002_A0294,sll0617
7002_A0295,cyan10505,1,,"two component signal transduction system, hybrid response regulator",,,Sensory transduction,,,,,,,,2.7.13.3,,1,,,cyt-IM assoc,7002_A0295,
7002_A0296,cyan2955a,14,,tryptophan synthase beta subunit TrpB,trpB,,AA synth: Trp,,,,,,,,4.2.1.20,core,2,,,cyt,7002_A0296,slr0543
7002_A0297,cyan0177,11,,HAS barrel domain protein,,,,,,,,,,,,core,2,,,cyt,7002_A0297,sll1318
7002_A0298,cyan2536,14,21880717,NADH dehydrogenase subunit S NdhS,ndhS,,CO2 fixation: Respiratory Complex I,,,,,,,,,core,2,,cyan7425_3625,cyt-TM assoc,7002_A0298,ssl0352
7002_A0299,cyan7995,5,,conserved hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0299,
7002_A0300,cyan0713,11,,conserved hypothetical protein,,,,,,,,,,,,core,2,Sec,,IM 1 TM,7002_A0300,sll1915
7002_A0301,cyan3049,14,,L-aspartate oxidase NadB,nadB,,Cofactor NAD synth,,FAD,,,,,,1.4.3.16,core,2,Sec,,IM 1 TM,7002_A0301,sll0631
7002_A0302,cyan10506,1,,ferritin-like domain-containing protein,,,Oxidative stress,,,,,,,,1.16.3.1,,1,,,cyt,7002_A0302,
7002_A0303,cyan6180,5,,"conserved hypothetical protein, ChaB",chaB,,,,,,,,,,,,1,Sec,,IM 2 TM,7002_A0303,
7002_A0304,cyan4984,3,,apolipophorin family protein,,,,,,,,,,,,,1,,,cyt,7002_A0304,
7002_A0305,cyan4491,8,,conserved hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 4 TM,7002_A0305,
7002_A0306,cyan10507,1,,"2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase, FolK",folK,,Cofactor folate synth from GTP,,,,,,,,2.7.6.3,,1,,,cyt,7002_A0306,
7002_A0307,cyan1917a,13,,dihydroneopterin aldolase FolB,folB,,Cofactor folate synth from GTP,,,,,,,,4.1.2.25,,2,,,cyt,7002_A0307,slr1626
7002_A0308,cyan1192,3,19897652,"alternative dihydrofolate reductase, FolM",folM,,Cofactor folate synth,,,,,,,,1.5.1.3,,2,,,cyt,7002_A0308,sll1709
7002_A0309,cyan1035,13,,biotin synthase BioB,bioB,,Cofactor biotin synth - core,,,,,,,,2.8.1.6,,2,,,cyt,7002_A0309,slr1364
7002_A0310,cyan1036,11,,ECF-type transport system substrate-specific component BioY,bioY,,Cofactor biotin salvage,,,,,,,3.A.1.25,,core,2,Sec,,IM 6 TM,7002_A0310,slr1365
7002_A0311,cyan1037,14,,lipoprotein signal peptidase II LspA,lspA,,Proteolysis,,,,,A08,,,3.4.23.36,core,2,Sec,,IM 4 TM,7002_A0311,slr1366
7002_A0312,cyan5231,10,,conserved hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0312,
7002_A0313,cyan2017,11,20661547,ABC-type spermidine/putrescine uptake system substrate-binding component PotD,potD,,Transport|uptake:polyamines,,,,,,,3.A.1.11,,core,2,TAT,LspA,LP -IM,7002_A0313,slr0401
7002_A0314,cyan1589,9,,oxidoreductase (NAD-binding Rossmann fold),,,,,,,,,,,,,2,,,cyt,7002_A0314,sll0816
7002_A0315,cyan2654,11,19737354,cell division protein Cdv3,cdv3,,Cell division,,,,,,,,,core,2,,,cytIM-assoc,7002_A0315,slr0848
7002_A0316,cyan2653,14,,phosphopantetheine adenylyltransferase CoaD,coaD,,Cofactor pantothenate (B5) synth,,,,,,,,2.7.7.3,core,2,,,cyt,7002_A0316,slr0847
7002_A0317,cyan0966,14,,phosphoribosylaminoimidazole-succinocarboxamide synthase PurC,purC,,De Novo Purine Biosynthesis,,,,,,,,6.3.2.6,core,2,,,cyt,7002_A0317,slr1226
7002_A0318,cyan0967,14,,beta barrel protein translocation component BamA,bamA,,Outer membrane biogenesis,,,,,,,1.B.33,,core,2,Sec Bam,LepB,OM,7002_A0318,slr1227
7002_A0319,cyan0440,14,,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase LpxC,lpxC,,Lipopolysaccharide synth - LipidA,,,,,,,,3.5.1.108,core,2,,,cyt,7002_A0319,sll1508
7002_A0320,cyan0821,11,19820102,thioredoxin-dependent peroxidase 1-Cys family,,,Oxidative stress,,,,,,,,,core,2,,,cyt,7002_A0320,slr1198
7002_A0322,cyan0280,11,,photosystem II 12 kDa extrinsic protein PsbU,psbU,,Photosystem II,,,,,,,,,core,2,Sec,LepB,TL,7002_A0322,sll1194
7002_A0323,cyan10508,2,,conserved hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 7 TM,7002_A0323,
7002_A0324,cyan1610,14,,ribulose-phosphate 3-epimerase Rpe,rpe,,Pentose phosphate pathway,PedR,,,,,,,5.1.3.1,core,2,,,cyt,7002_A0324,sll0807
7002_A0325,cyan0596,12,,"potassium channel protein, TrkA",trkA,,Potassium homeostasis,,,,,,,,,core,2,Sec,,IM 3 TM,7002_A0325,sll0993
7002_A0326,cyan0597,14,,acetylornithine aminotransferase ArgD,argD,,L-arginine deiminase pathway,,,,,,,,2.6.1.11,core,2,,,cyt,7002_A0326,slr1022
7002_A0327,cyan7125c,6,17379735 18039649,"B12-dependent chill-light tolerance protein, Crr-1",crr-1,bchE-like,Chlorophyll Biosynthesis,,B12,,,,,,,,2,,,cyt,7002_A0327,sll1242
7002_A0328,cyan5350,6,,conserved hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0328,
7002_A0329,cyan1899,11,,"fructose-1,6-bisphosphatase Fbp",fbp,,Pentose phosphate pathway,,,,,,,,3.1.3.11,core,2,,,cyt,7002_A0329,slr0952
7002_A0330,cyan0230,14,,4-alpha-glucanotransferase MalQ,malQ,,Glycogen metabolism,,,,,,GH77,,2.4.1.25,core,2,,,cyt,7002_A0330,sll1676
7002_A0331,cyan0144,13,,protein of unknown function DUF1818,,,,,,,,,,,,,2,,,cyt,7002_A0331,slr0249
7002_A0332,cyan2971b,9,,ATPase involved in chromosome partitioning,,,,,ATP,,,,,,,,2,,,cyt,7002_A0332,slr0105
7002_A0333,cyan2755,5,,conserved hypothetical protein,,,,,,,,,,,,,2,,,cyt,7002_A0333,slr0106
7002_A0334,cyan10509,2,,NERD domain protein,,,,,,,,,,,,,1,,,cyt,7002_A0334,
7002_A0335,cyan10510,2,,"membrane protein, rhomboid family",,,,,,,,S54,,,3.4.21.105,,1,Sec,,IM 9 TM,7002_A0335,
7002_A0336,cyan9510b,4,,"phosphonate ABC transport system, substrate-binding component, PhnD",phnD,,Phosphate homeostasis,,,phosphate/phosphonate,,,,3.A.1.9,3.6.3.28,,1,Sec,LspA,LP -IM,7002_A0336,
7002_A0337,cyan10512,11,,"lactoylglutathione lyase, GloA",gloA,,methylglyoxal degradation I,,,,,,,,4.4.1.5,,2,,,cyt,7002_A0337,slr0381
7002_A0338,cyan1316,4,10617203,"glutamate-gated potassium channel, GluRO",gluRO,,Potassium homeostasis,,,glutamate,,,,1.A.10.2,,,2,Sec,,IM 4 TM,7002_A0338,slr1257
7002_A0339,cyan8719,3,,penicillin-binding protein 2 PbpB,pbpB,,Peptidoglycan Biosynthesis - remodeling,,,,,,,,2.4.1.129,,1,Sec,,IM 1 TM,7002_A0339,
7002_A0340,cyan10513,1,,Ni2+ uptake transporter UreJ,ureJ,,Nickel homeostasis,,,Ni,,,,2.A.99,,,1,Sec,,IM 6 TM,7002_A0340,
7002_A0341,cyan3043,4,,"translation elongation factor G, FusA",fusA,,Translation,,,,,,,,,,2,,,cyt,7002_A0341,slr1463
7002_A0342,cyan2775,14,,tRNA (cytidine/uridine-2'-O-)methyltransferase TrmJ,trmJ,,rRNA modification,,,,,,,,2.1.1.200,core,2,,,cyt,7002_A0342,slr0120
7002_A0343,cyan1639,14,,bifunctional pantoate beta-alanine ligase/cytidylate kinase PanC,panC,,Cofactor pantothenate (B5) synth,,,,,,,,2.7.4.14 6.3.2.1,core,2,,,cyt,7002_A0343,sll1249
7002_A0344,cyan2508,8,,rare lipoprotein A (RlpA)-like double-psi beta-barrel domain protein,,,,,,,,,,,,check,2,Sec,LepB,peri,7002_A0344,slr0423
