Locus tag	Ortholog group	Genome count calc	Reference (PMID)	Curated Product Descriptor	Gene	Gene Aliases	Functional role	regulon	cofactor	substrate	Regulator family	Merops family	CAZY	TC family	E.C.	evolution	Genome count calc	Loc Sys	Loc Cleave	protein localization	7002	6803
7002_A0147	cyan2343	14	na	60 kDa chaperonin protein GroEL2	groEL2	na	Heat shock	HrcA	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0147	sll0416
7002_A0148	cyan10485	1	na	"two component signal transduction system, hybrid histidine kinase with PAS domain"	na	na	Sensory transduction	na	na	na	na	na	na	na	2.7.13.3	na	2	na	na	cyt	7002_A0148	na
7002_A0149	cyan10486	1	na	"glycosyl transferase, group 1 family protein"	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0149	na
7002_A0150	cyan10487	1	na	Ser/Thr protein phosphatase family protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0150	na
7002_A0151	cyan4279	5	na	conserved membrane protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 11 TM	7002_A0151	na
7002_A0152	cyan3196	9	na	polyketide cyclase / dehydratase family protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0152	sll0436
7002_A0153	cyan0374	14	na	protein of unknown function UPF0367 family	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0153	ssl1972
7002_A0154	cyan1236	14	na	ABC-type transport system ATPase component	na	na	Transport	na	ATP	na	na	na	na	3.A.1	3.6.3.-	core	2	na	na	cyt-IM assoc	7002_A0154	sll1623
7002_A0155	cyan10488	2	na	"deoxyuridine 5'-triphosphate nucleotidohydrolase, Dut"	dut	na	na	na	na	na	na	na	na	na	3.6.1.23	na	2	na	na	cyt	7002_A0155	na
7002_A0156	cyan10489	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0156	na
7002_A0157	cyan0008b	14	na	photosystem II protein D1 PsbA	psbA	psbA3	Photosystem II	na	na	na	na	na	na	3.E.2.2	na	paralogs	2	Sec	na	TM 6 TM	7002_A0157	sll1867
7002_A0158	cyan2940	11	na	soluble lytic transglycosylase Slt	slt	na	Peptidoglycan turnover	na	na	na	na	na	GH23	na	3.2.1.-	core	2	Sec	na	IM 1 TM	7002_A0158	slr0534
7002_A0159	cyan1780	8	na	"omega-3 acyl-lipid desaturase, DesB"	desB	na	Fatty acid biosynthesis	na	na	na	na	na	na	na	1.4.19.-	na	2	Sec	na	IM 4 TM	7002_A0159	sll1441
7002_A0160	cyan0871	12	na	chloroplast import component Tic20 family protein YCF60	ycf60	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 4 TM	7002_A0160	sll1737
7002_A0161	cyan10490	1	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LepB	peri	7002_A0161	na
7002_A0162	cyan0277a	11	na	6-phosphofructokinase Pfk	pfk	na	Pentose phosphate pathway	na	na	na	na	na	na	na	2.7.1.11	pCC7120alpha	2	na	na	cyt	7002_A0162	sll1196
7002_A0163	cyan3053	6	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0163	slr0654
7002_A0164	cyan8562	5	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0164	na
7002_A0165	cyan8192	2	na	phosphoglucomutase/phosphomannomutase	na	na	na	na	na	na	na	na	na	na	5.4.2.8	na	2	na	na	cyt	7002_A0165	na
7002_A0166	cyan2344	11	na	ABC-type transport system ATPase component	na	na	Transport	na	ATP	na	na	na	na	3.A.1	3.6.3.-	core	2	na	na	cyt-IM assoc	7002_A0166	sll0415
7002_A0167	cyan0796	10	19678839 18439023	cytochrome c6c (soluble cytochrome f) PetJ1	petJ1	na	Cytochrome B6-F complex	na	heme c	na	na	na	na	na	na	na	2	Sec	LepB	TL	7002_A0167	sll1796
7002_A0168	cyan2530	14	na	Rho termination factor-like protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0168	sll0185
7002_A0169	cyan1963	14	na	5-enolpyruvylshikimate-3-phosphate synthase AroA	aroA	na	Chorismate synthesis from D-erythrose 4-phosphate	na	na	na	na	na	na	na	2.5.1.19	core	2	na	na	cyt	7002_A0169	slr0444
7002_A0170	cyan4186	5	na	"cytochrome P450, family E"	na	na	na	na	na	na	na	na	na	na	1.14.14.1	na	2	na	na	cyt	7002_A0170	na
7002_A0171	cyan1391	11	17307862 22221957	transcriptional regulator of carbon dixoide fixation CcmR	ccmR	rbcR ndhR cmpR	CO2 fixation	CcmR	na	na	LysR	na	na	na	na	core	2	na	na	cyt	7002_A0171	sll1594
7002_A0172	cyan0879	11	na	proton-translocating NADH-quinone dehydrogenase subunit 5 NdhF	ndhF3	na	CO2 fixation: Respiratory Complex I	CcmR	na	na	na	na	na	3.D.1.8	1.6.5.3	core	2	Sec	na	TM 16 TM	7002_A0172	sll1732
7002_A0173	cyan0878a	11	na	proton-translocating NADH-quinone dehydrogenase subunit D3 NdhD3	ndhD3	na	CO2 fixation: Respiratory Complex I	CcmR	na	na	na	na	na	3.D.1.8	1.6.5.3	core	2	Sec	na	TM 14 TM	7002_A0173	sll1733
7002_A0174	cyan0877	11	na	high-affinity CO2 hydration protein CupA	cupA	cphX	CO2 fixation	Crp CcmR	na	na	na	na	na	na	na	core	2	na	na	CS	7002_A0174	sll1734
7002_A0175	cyan0876	11	na	NDH-1 complex sensory subunit CupS	cupS	na	CO2 fixation: Respiratory Complex I	Crp CcmR	na	na	na	na	na	na	na	core	2	na	na	CS	7002_A0175	sll1735
7002_A0176	cyan6426	6	na	"protein disulfide oxidoreductase, DsbA family"	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LspA	LP IM	7002_A0176	na
7002_A0177	cyan10491	7	na	bifunctional serine:pyruvate aminotransferase / alanine:glyoxylate aminotransferase	na	na	Photorespiration (oxidative C2 cycle)	na	na	na	na	na	na	na	2.6.1.44 2.6.1.51	na	2	na	na	cyt	7002_A0177	na
7002_A0178	cyan1286	14	na	DNA mismatch repair protein MutS	mutS	na	DNA Repair	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0178	sll1165
7002_A0179	cyan1605	12	na	glutaredoxin 2	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0179	ssr1391
7002_A0180	cyan1805	13	na	periplasmic protein of unknown function	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	LepB	peri	7002_A0180	slr1160
7002_A0181	cyan8589	2	na	subtilase family peptidase	na	na	Proteolysis	na	na	na	na	S08	na	na	na	na	2	na	na	cyt	7002_A0181	na
7002_A0183	cyan2746	9	na	TPR repeat-containing glycosyltransferase family 2	na	na	na	na	na	na	na	na	GT2	na	na	na	2	na	na	cyt	7002_A0183	slr0626
7002_A0184	cyan2077	4	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 1 TM	7002_A0184	sll1862
7002_A0185	cyan4916	3	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0185	na
7002_A0186	cyan10492	7	na	high light inducible protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 1 TM	7002_A0186	ssl1633
7002_A0187	cyan0958	14	na	putative photosynthetic reaction center subunit with PRC barrel	na	na	Photosystem	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0187	slr1220
7002_A0188	cyan2067	14	na	peptide chain release factor 2 PrfB	pfrB	na	Translation termination factors	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0188	sll1865
7002_A0189	cyan1377	5	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 1 TM	7002_A0189	slr1721
7002_A0190	cyan2248	11	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 1 TM	7002_A0190	sll0325
7002_A0191	cyan10493	3	na	PhoH-like protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0191	na
7002_A0192	DUF820	1	na	putative endonuclease DUF820 family	na	na	Genome evolution?	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0192	na
7002_A0193	cyan0519	11	na	urease alpha subunit UreC	ureC	na	Nitrogen assimilation from urea	na	na	na	na	M38	na	na	3.5.1.5	na	2	na	na	cyt	7002_A0193	sll1750
7002_A0194	cyan0930	7	na	[NiFe] hydrogenase expression/formation protein HypE	hypE	na	Hydrogenase: maturation	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0194	sll1462
7002_A0195	cyan1571	7	na	NAD-reducing hydrogenase subunit HoxE	hoxE	na	Hydrogenase	na	na	na	na	na	na	na	1.12.1.2	na	2	na	na	cyt	7002_A0195	sll1220
7002_A0196	cyan1570	7	na	NAD-reducing hydrogenase subunit HoxF	hoxF	na	Hydrogenase	na	na	na	na	na	na	na	1.12.1.2	na	2	na	na	cyt	7002_A0196	sll1221
7002_A0197	cyan1568	7	na	NAD-reducing hydrogenase subunitHoxU	hoxU	na	Hydrogenase	na	4Fe-4S 2Fe-2S	na	na	na	na	na	1.12.1.2	na	2	na	na	cyt	7002_A0197	sll1223
7002_A0198	cyan1567	7	na	NAD-reducing hydrogenase subunit HoxY	hoxY	na	Hydrogenase	na	na	na	na	na	na	na	1.12.1.2	na	2	na	na	cyt	7002_A0198	sll1224
7002_A0199	cyan5436	6	na	"NAD-reducing hydrogenase associated CBS domain-containing protein, Hyp3"	hyp3	na	Hydrogenase	na	na	na	na	na	na	na	na	plasmid A	2	na	na	cyt	7002_A0199	na
7002_A0200	cyan1564	7	na	NAD-reducing hydrogenase subunit HoxH	hoxH	na	Hydrogenase	na	na	na	na	na	na	na	1.12.1.2	na	2	na	na	cyt	7002_A0200	sll1226
7002_A0201	cyan1142	7	na	NAD-reducing hydrogenase maturation factor HoxW	hoxW	na	Hydrogenase maturation	na	na	na	na	A31	na	na	na	na	2	na	na	cyt	7002_A0201	slr1876
7002_A0202	cyan1837	7	na	[NiFe] hydrogenase nickel incorporation protein HypA	hypA	na	Hydrogenase: maturation	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0202	slr1675
7002_A0203	cyan1790	7	na	[NiFe] hydrogenase nickel incorporation-associated protein HypB	hypB	na	Hydrogenase: maturation	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0203	sll1432
7002_A0204	cyan2255	7	na	"[NiFe] hydrogenase metallocenter assembly carbamoyltransferase, HypF"	hypF	na	maturatation:hydrogenase	na	na	na	na	M22	na	na	2.1.3.-	na	2	na	na	cyt	7002_A0204	sll0322
7002_A0205	cyan1654	6	na	"[NiFe] hydrogenase metallocenter assembly protein, HypC"	hypC	na	maturatation:hydrogenase	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0205	ssl3580
7002_A0206	cyan0045	7	na	[NiFe] hydrogenase metallocenter assembly protein HypD	hypD	na	Hydrogenase: maturation	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0206	slr1498
7002_A0207	cyan1981	11	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	LepB	peri	7002_A0207	sll0269
7002_A0208	cyan1982	11	na	YtxH-like protein	na	na	Gas vesicles?	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 1 TM	7002_A0208	sll0268
7002_A0209	cyan4236	4	na	D-tyrosyl-tRNA(Tyr) deacylase Dld	dld	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0209	na
7002_A0210	cyan2697	14	na	light-dependent protochlorophyllide oxidoreductase Por	por	na	Chlorophyll Biosynthesis	na	na	na	na	na	na	na	1.3.1.33	core	2	na	na	cyt	7002_A0210	slr0506
7002_A0211	cyan10495	1	na	protein with nuclease-related domain (NERD)	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0211	na
7002_A0212	cyan1621	11	na	calcium:proton antiporter ChaA	chaA	na	Transport	na	na	na	na	na	na	2.A.19.2	na	core	2	Sec	na	IM 10 TM	7002_A0212	slr1336
7002_A0213	cyan0953	14	na	periplasmic carboxyl-terminal protease CtpC	ctpC	prc	Proteolysis	na	na	na	na	S41	na	na	3.4.21.102	core	2	Sec	LepB	peri	7002_A0213	slr1751
7002_A0214	cyan2994a	6	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0214	slr0554
7002_A0215	cyan0047	13	na	methionine sulfoxide reductase A MsrA	msrA	na	Oxidative stress	na	na	na	na	na	na	na	1.8.4.11	check	2	na	na	cyt	7002_A0215	sll1394
7002_A0216	cyan2015	14	10521436	chaperone-like protein for quinone binding in Photosystem II Ycf39	ycf39	na	Photosystem II assembly	na	na	na	na	na	na	na	na	core	2	na	na	cyt-TM assoc	7002_A0216	slr0399
7002_A0217	cyan2016	14	16585762 22056937	NAD kinase (phosphorylating) PpnK	ppnK	nadF	Cofactor NAD synth	na	ATP	na	na	na	na	na	2.7.1.23	core	2	na	na	cyt	7002_A0217	slr0400
7002_A0218	cyan2484	11	na	two component signal transduction system response regulator OmpR family	na	na	Sensory transduction	na	na	na	na	na	na	na	na	core	2	na	na	cyt-IM assoc	7002_A0218	sll0396
7002_A0219	cyan0978	11	na	lipoprotein of unknown function DUF192	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	LspA	LP -IM	7002_A0219	slr1236
7002_A0220	cyan2223	11	na	DNA repair protein RadC	radC	na	DNA repair	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0220	sll0766
7002_A0221	cyan2205	14	na	6-phosphogluconate dehydrogenase Gnd	gnd	na	Pentose phosphate pathway	na	na	na	na	na	na	na	1.1.1.44	core	2	na	na	cyt	7002_A0221	sll0329
7002_A0222	cyan10496	1	na	"peptidase U62 modulator of DNA gyrase, TldD/PmbA family"	na	na	Proteolysis	na	Zn	na	na	U62	na	na	na	na	2	na	na	cyt	7002_A0222	na
7002_A0224	cyan1026	11	na	Zn-dependent protease with chaperone function	na	na	Proteolysis	na	na	na	na	M48	na	na	na	core	2	na	na	cyt	7002_A0224	sll1280
7002_A0225	cyan1455	14	na	TPR repeat-containing protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0225	sll1979
7002_A0226	cyan0175a	14	12694179 16621810 	putative redox sensory protein SufA	sufA	"iscA, iscA1, sufA, ycf57"	Sensory transduction	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0226	slr1417
7002_A0227	cyan2592	11	na	monovalent cation:proton antiporter-1 (CPA1) family	na	na	Transport|antiport:Na:H	na	na	na	na	na	na	2.A.36	na	core	2	Sec	na	IM 13 TM	7002_A0227	sll0556
7002_A0228	cyan0527	14	11914373	photosystem I assembly protein membrane-associated rubredoxin RubA	rubA	na	Photosystem I assembly	na	na	na	na	na	na	na	na	core	2	Sec	na	TM 1 TM	7002_A0228	slr2033
7002_A0229	cyan0528	14	na	photosystem II stability/assembly factor Ycf48	ycf48	na	Photosystem II: assembly	na	na	na	na	na	na	na	na	core	2	Sec	LepB	TL	7002_A0229	slr2034
7002_A0230	cyan0529	14	na	cytochrome b559 alpha subunit PsbE	psbE	na	Photosystem II	na	na	na	na	na	na	na	1.10.3.9	core	2	Sec	na	TM 1 TM	7002_A0230	ssr3451
7002_A0231	cyan0530	14	na	cytochrome b559 beta subunit PsbF	psbF	na	Photosystem II	na	na	na	na	na	na	na	1.10.3.9	core	2	Sec	na	TM 1 TM	7002_A0231	smr0006
7002_A0232	cyan0531	14	na	photosystem II reaction center protein PsbL	psbL	na	Photosystem II	NtcB	na	na	na	na	na	na	1.10.3.9	core	2	Sec	na	TM 1 TM	7002_A0232	smr0007
7002_A0233	cyan0532	14	na	photosystem II reaction center protein PsbJ	psbJ	na	Photosystem II	NtcB	na	na	na	na	na	na	1.10.3.9	core	2	Sec	na	TM 1 TM	7002_A0233	smr0008
7002_A0234	cyan4195	5	na	protein of unknown function DUF1400	na	na	na	na	na	na	na	S09	na	na	na	na	2	Sec	LepB	peri	7002_A0234	na
7002_A0235	cyan7565	5	na	valine--pyruvate transaminase AvtA	avtA	na	AA synth: ILV	na	na	na	na	na	na	na	2.6.1.66	na	2	na	na	cyt	7002_A0235	na
7002_A0236	cyan10497	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0236	na
7002_A0237	cyan1078	14	na	excinuclease ABC subunit C UvrC	uvrC	na	DNA Repair	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0237	sll0865
7002_A0238	cyan10498	2	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec Bam	LepB	OM	7002_A0238	na
7002_A0239	cyan5701	8	na	FMN-dependent non-ribosomal peptide synthetase	na	na	na	na	FMN	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0239	na
7002_A0240	cyan5967	3	na	"ABC transport system, ATPase component"	na	na	Transport:partner A2242	na	ATP	na	na	na	na	3.A.1	3.6.3.-	na	2	na	na	cyt-IM assoc	7002_A0240	na
7002_A0242	cyan1495	11	na	Mn-superoxide dismutase SodB	sodB	na	Oxidative stress	na	Mn	na	na	na	na	na	1.15.1.1	core	2	na	na	cyt	7002_A0242	slr1516
7002_A0243	cyan10499	1	na	conserved membrane protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 12 TM	7002_A0243	na
7002_A0244	cyan10500	1	na	pentapeptide repeat-containing protein	na	na	rfr	na	na	na	na	na	na	na	na	na	2	na	na	extra	7002_A0244	na
7002_A0245	cyan1611a	7	na	calcium uptake P-type ATPase PacL	pacL	na	Transport	na	ATP	na	na	na	na	3.A.3.2	3.6.3.8	na	2	Sec	na	IM 9 TM	7002_A0245	slr0822
7002_A0246	cyan1996	4	na	glutamine synthetase type III GlnN	glnN	na	Ammonia assimilation	na	na	na	na	na	na	na	6.3.1.2	na	2	na	na	cyt	7002_A0246	slr0288
7002_A0247	cyan0901a	14	na	cysteine synthase CysK	cysK	na	AA synth: Met & Cys	na	na	na	na	na	na	na	2.5.1.47	core	2	na	na	cyt	7002_A0247	slr1842
7002_A0248	cyan1920	10	na	protein of unknown function DUF2237	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0248	slr1628
7002_A0249	cyan10501	1	na	exinuclease activity	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0249	na
7002_A0250	cyan2784	11	na	phosphoenolpyruvate synthase PpsA	ppsA	na	"Pyruvate metabolism I: anaplerotic reactions, PEP"	na	na	na	na	na	na	na	2.7.9.2	core	2	na	na	cyt	7002_A0250	slr0301
7002_A0251	cyan3882	5	na	ferredoxin-like protein	na	na	na	na	2Fe-2S	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0251	na
7002_A0252	DUF820	1	na	putative endonuclease DUF820 family	na	na	Genome evolution?	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0252	na
7002_A0254	cyan0965	11	na	beta-phosphoglucomutase PgmB	pgmB	na	Glycogen metabolism	na	na	na	na	na	na	na	5.4.2.6	core	2	na	na	cyt	7002_A0254	sll1138
7002_A0255	cyan0057	6	na	UDP-N-acetyl-D-mannosaminuronic acid transferase RffM	rffM	na	Polysaccharide biosynthesis	na	na	na	na	na	na	na	2.4.1.-	na	2	Sec	na	IM 1 TM	7002_A0255	slr1118
7002_A0256	cyan1606	7	na	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	na	na	Polysaccharide biosynthesis	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 7 TM	7002_A0256	slr0820
7002_A0257^	cyan4408	3	na	"2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase, MtnX"	mtnX	na	methionine salvage	na	na	na	na	na	na	na	3.1.3.-	na	2	na	na	cyt	7002_A0257^	na
7002_A0258	cyan10502	1	na	pentapeptide repeat-containing protein	na	na	rfr	na	na	na	na	na	na	na	na	na	2	na	na	extra	7002_A0258	na
7002_A0259	cyan0721	14	na	putative FeS-containing Cyanobacterial-specific oxidoreductase	na	na	na	na	FeS	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0259	slr2030
7002_A0260	cyan2314	14	na	undecaprenyl pyrophosphate phosphatase	na	na	na	na	na	na	na	na	na	na	3.6.1.27	core	2	Sec	na	IM 8 TM	7002_A0260	sll0210
7002_A0261	cyan1344	14	na	membrane protein of unknown function DUF3120	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 7 TM	7002_A0261	slr1990
7002_A0262	cyan2113	14	na	lipoate-protein ligase B (lipoyl-[acyl-carrier protein]-protein-N-lipoyltransferase) LipB	lipB	na	Lipoic acid metabolism	na	na	na	na	na	na	na	2.3.1.181	core	2	na	na	cyt	7002_A0262	slr0994
7002_A0263	cyan2112	14	na	light-repressed ribosomal subunit interface protein LrtA	lrtA	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0263	sll0947
7002_A0264	cyan4274	10	na	S-adenosyl-l-methionine hydroxide adenosyltransferase	na	na	na	NtcA	2Fe-2S	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0264	na
7002_A0265	cyan2497	6	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0265	ssr0692
7002_A0266	cyan1378	14	na	inosine-5'-monophosphate dehydrogenase catalytic subunit GuaB	guaB	na	Purine conversions	na	na	na	na	na	na	na	1.1.1.205	core	2	na	na	cyt	7002_A0266	slr1722
7002_A0267	cyan10503	3	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0267	na
7002_A0268	cyan0990	14	na	"1,4-dihydroxy-2-naphthoate synthase MenB"	menB	na	Cofactor vitamin K synth	na	na	na	na	na	na	na	4.1.3.36	core	2	Sec	na	IM 1 TM	7002_A0268	sll1127
7002_A0269	cyan1960	14	na	photosystem II manganese-stabilizing protein PsbO	psbO	na	Photosystem II: assembly	na	na	na	na	na	na	na	na	core	2	Sec	LepB	TL	7002_A0269	sll0427
7002_A0270	cyan2532	11	na	group 2 RNA polymerase sigma-70 subunit SigE	sigE	sigC	RNA polymerase	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0270	sll0184
7002_A0271	cyan3021	10	na	L-arginine deiminase ArcA	arcA	na	L-arginine deiminase pathway	na	na	na	na	na	na	na	3.5.3.6	na	2	na	na	cyt	7002_A0271	sll1336
7002_A0272	cyan4385c	1	na	RNA-binding protein RbpA	rbpA	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0272	na
7002_A0273	cyan0842a	10	na	magnesium transporter MgtE	mgtE	na	Transport	na	na	na	na	na	na	9.A.19	na	na	2	Sec	na	IM 4 TM	7002_A0273	slr1216
7002_A0274	cyan10504	1	na	WD repeat-containing protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 2 TM	7002_A0274	na
7002_A0275	cyan1907	11	na	intramembrane C-terminal tripeptide endopeptidase M79 family	na	na	Proteolysis - membrane	na	na	na	na	M79	na	na	na	core	2	Sec	na	IM 8 TM	7002_A0275	slr0959
7002_A0276	cyan4221	3	na	conserved hypothetical protein (putative transposase or invertase)	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0276	na
7002_A0277	cyan8499	8	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0277	na
7002_A0278	cyan2369	14	na	sulfur carrier protein ThiS	thiS	ycf40	Cofactor thiamin (B1) synth: thiazole precursor	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0278	ssr0102
7002_A0279	cyan0416	14	na	thiamin-phosphate pyrophosphorylase ThiE	thiE	na	Cofactor thiamin (B1) synth	na	na	na	na	na	na	na	2.5.1.3	core	2	na	na	cyt	7002_A0279	sll0635
7002_A0280	cyan1174	9	na	queuosine biosynthesis protein QueE	queE	na	Queuosine-Archaeosine Biosynthesis	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0280	sll2011
7002_A0281	cyan2931	12	na	queuosine biosynthesis ATPase QueC	queC	na	tRNA modification: queuosine synth	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0281	slr0527
7002_A0282	cyan0987a	14	na	glutaredoxin 3 GrxA	grxA	na	Glutathione:Redox cycle	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0282	ssr2061
7002_A0283	cyan2488	10	na	Na+/H+ antiporter NhaS5	nhaS5	na	Transport antiport:Na:H	na	na	na	na	na	na	2.A.37	na	paralogs	2	Sec	na	IM 12 TM	7002_A0283	slr0415
7002_A0284	cyan2814	3	na	HPP family protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 4 TM	7002_A0284	slr0789
7002_A0285	cyan1609	11	na	ThiS domain-containing protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0285	slr0821
7002_A0286	cyan1221	11	na	threonine synthase ThrCII	thrCII	na	AA synth: Thr	na	na	na	na	na	na	na	4.2.3.1	core	2	na	na	cyt	7002_A0286	sll1688
7002_A0287	cyan3145	14	na	circadian clock oscillator protein KaiC	kaiC	na	Sensory transduction: Circadian Clock	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0287	slr0758
7002_A0288	cyan3144	14	na	circadian clock oscillator protein KaiB	kaiB	na	Sensory transduction: Circadian Clock	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0288	slr0757
7002_A0289	cyan3143	11	na	circadian clock protein KaiA	kaiA	na	Sensory transduction: Circadian Clock	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0289	slr0756
7002_A0290	cyan4332	6	na	dolichyl-phosphate-mannose-protein mannosyltransferase family protein	na	na	Polysaccharide synth	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 13 TM	7002_A0290	na
7002_A0291	cyan3938	6	na	PEP-utilizing protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 4 TM	7002_A0291	na
7002_A0292	cyan0307	11	na	pyridoxal phosphate-dependent transferase	na	na	AA synth	na	na	na	na	na	na	na	2.6.1.-	core	2	na	na	cyt	7002_A0292	sll0938
7002_A0293	cyan0731	7	19820102	"x-type thioredoxin, TrxB"	trxB	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0293	slr1139
7002_A0294	cyan2452a	11	19776353	ring forming protein essential for thylakoid formation Vipp1	vipp1	na	Thylakoid biogenesis	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0294	sll0617
7002_A0295	cyan10505	1	na	"two component signal transduction system, hybrid response regulator"	na	na	Sensory transduction	na	na	na	na	na	na	na	2.7.13.3	na	2	na	na	cyt-IM assoc	7002_A0295	na
7002_A0296	cyan2955a	14	na	tryptophan synthase beta subunit TrpB	trpB	na	AA synth: Trp	na	na	na	na	na	na	na	4.2.1.20	core	2	na	na	cyt	7002_A0296	slr0543
